distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
Gen_Gamma,174,0.0598351107965979,0.9181286549707601,6.1196702215931955,26.25795014647383,"[28413.6524735019, 0.00536222490922717, 2.6421245179509874]",61.0,59.0,1124.0,1508.0,688.0
Exponential,183,0.5063836644060751,0.5528756957328386,3.01276732881215,9.692079369704821,[2.88098767880486],1200.0,1448.0,51.0,55.0,688.5
Weibull,144,0.2740836838267727,0.8507194244604317,4.548167367653545,17.946196613990566,"[2.963536743623715, 0.04395451460020984]",898.0,168.0,772.0,918.0,689.0
Weibull,149,0.2206894516260547,0.745433789954338,4.44137890325211,17.834399381631894,"[2.766301271876728, 0.054684760402379844]",739.0,530.0,650.0,839.0,689.5
Logistic,144,0.274405594220914,0.8507194244604317,4.548811188441828,17.94684043477885,"[8.13096014902126e-09, 0.15561174256687732]",901.0,168.0,773.0,919.0,690.25
Logistic,149,0.22084431393292592,0.745433789954338,4.441688627865852,17.834709106245636,"[4.60351525708521e-07, 0.18478730463556486]",740.0,530.0,651.0,840.0,690.25
Exponential,193,0.7502151294642732,0.5910452231206949,3.5004302589285463,10.20758243426795,[1.7416255064643733],1436.0,1133.0,96.0,97.0,690.5
Exponential,144,0.9461867620021178,0.5992206235011991,3.8923735240042356,10.591388147172747,[1.7259274856604894],1493.0,1053.0,109.0,110.0,691.25
Weibull,139,0.2748900850679435,0.8478406990421778,4.549780170135887,17.906362393653016,"[2.891822095825543, 0.04715256262602236]",904.0,196.0,776.0,892.0,692.0
Logistic,139,0.2752223418779624,0.8478406990421778,4.5504446837559245,17.907026907273053,"[2.3905667309688542e-08, 0.16160697318150616]",905.0,196.0,777.0,895.0,693.25
Exponential,51,0.6772857687097593,0.5746845124282983,3.3545715374195186,9.940357520301367,[2.168911628627484],1348.0,1273.0,77.0,75.0,693.25
Gamma,131,0.3055619744653078,0.8957355641705774,4.611123948930616,18.022117588706095,"[1.935523114247582e-05, 0.004828409146728554]",954.0,74.0,806.0,948.0,695.5
Logistic,131,0.30715809097052055,0.8957355641705774,4.614316181941041,18.025309821716522,"[4.9441520401767024e-09, 0.15320343318101912]",956.0,74.0,808.0,949.0,696.75
Exponential,172,0.5389580521839978,0.554206662902315,3.0779161043679957,9.762824700188824,[2.8809876511870063],1232.0,1436.0,57.0,62.0,696.75
Weibull,131,0.30729572083922896,0.8957355641705774,4.614591441678458,18.025585081453936,"[3.0402656235434646, 0.03984689943231028]",957.0,74.0,809.0,950.0,697.5
LogNormal,31,0.2745018541882844,0.7551401869158879,4.549003708376569,17.715340069056108,"[0.751675179824375, 3.890452524431886e-06]",902.0,467.0,774.0,659.0,700.5
Gen_Gamma,177,0.06066016642795758,0.8807471264367815,6.121320332855915,26.256638269672997,"[91602.68954422578, 0.005012624796116934, 0.5850297536892359]",71.0,109.0,1127.0,1507.0,703.5
Exponential,149,0.5449121055421211,0.5525114155251142,3.089824211084242,9.786334450274135,[1.4807394770882099],1239.0,1452.0,58.0,65.0,703.5
Gamma,136,0.2710786892415198,0.831139240506329,4.54215737848304,17.948174653411936,"[4.494164725103544e-05, 0.005979895876213386]",885.0,245.0,763.0,923.0,704.0
Gen_Gamma,176,0.04942569553792396,0.845489443378119,6.098851391075848,26.147482712247353,"[28743.695030652918, 0.005465359045989167, 3.1745086008707406]",31.0,203.0,1114.0,1468.0,704.0
Weibull,136,0.27226853549158664,0.831139240506329,4.544537070983173,17.95055434591207,"[2.883353915128751, 0.048613759490011656]",886.0,245.0,764.0,925.0,705.0
Gen_Gamma,150,0.06427706881062381,0.8618724229929663,6.128554137621248,26.14087097565486,"[102393.76741106695, 0.005072058145458854, 0.5414927640067753]",100.0,123.0,1135.0,1464.0,705.5
Logistic,136,0.2726560001838705,0.831139240506329,4.5453120003677405,17.951329275296636,"[4.1562018570527457e-08, 0.16641122624346424]",889.0,245.0,765.0,926.0,706.25
Exponential,163,0.5689001661942734,0.5532359081419624,3.137800332388547,9.827264744745237,[2.880987623570377],1254.0,1446.0,65.0,67.0,708.0
Gen_Gamma,154,0.06310388567386388,0.8541912632821723,6.126207771347728,26.130280014704187,"[118830.11045748673, 0.005004436427746363, 0.5096272573610451]",93.0,146.0,1133.0,1461.0,708.25
Gamma,152,0.22396416436879527,0.666444740346205,4.44792832873759,17.734169824765644,"[7.80572590996791e-05, 0.007674312426233603]",752.0,753.0,661.0,682.0,712.0
Exponential,150,0.5219599015149873,0.5397768615086103,3.043919803029975,9.714692082374512,[1.45506930201605],1221.0,1513.0,56.0,58.0,712.0
Weibull,152,0.2241665091571922,0.666444740346205,4.4483330183143845,17.734574514342437,"[2.680324166593714, 0.05712144616247758]",753.0,753.0,662.0,683.0,712.75
Logistic,152,0.22419946509542163,0.666444740346205,4.4483989301908435,17.7346404262189,"[1.0125986236340093e-06, 0.1887465499097342]",754.0,753.0,663.0,684.0,713.5
Gen_Gamma,195,0.06628427158941738,0.8905511811023622,6.132568543178834,26.25104641596542,"[114469.11464848448, 0.004924984105259733, 0.5088921441879282]",123.0,88.0,1142.0,1503.0,714.0
Gamma,137,0.2883733841545395,0.8243570522431092,4.576746768309079,17.88926524738755,"[3.864362741151964e-05, 0.005916026678463561]",923.0,280.0,788.0,881.0,718.0
Gen_Gamma,39,0.05983115674995405,0.8225969220418804,6.119662313499908,25.865232427725786,"[3769.5658693369433, 0.010487577562009843, 6.928690004729624]",60.0,288.0,1123.0,1405.0,719.0
Gen_Gamma,183,0.06743035371672092,0.8582030214683276,6.134860707433442,26.17279683011146,"[97985.03654079651, 0.005038682143062088, 0.5583927748911209]",129.0,130.0,1143.0,1474.0,719.0
Weibull,137,0.28931735830237687,0.8243570522431092,4.578634716604753,17.891153195683223,"[2.877473796576514, 0.04771947476416226]",926.0,280.0,789.0,883.0,719.5
Exp_Weibull,39,0.05985900487327288,0.8225969220418804,6.119718009746546,25.865288123972423,"[2.1129218309586926e-08, 2.1675760696240154, 0.004832702405737138]",62.0,288.0,1125.0,1406.0,720.25
Logistic,137,0.28961859109616933,0.8243570522431092,4.5792371821923386,17.89175566127081,"[3.023797627872391e-08, 0.16292994773250177]",927.0,280.0,790.0,885.0,720.5
Exponential,49,0.584909992353689,0.5446006217056358,3.1698199847073782,9.754297922929211,[2.2057202829284015],1267.0,1490.0,66.0,61.0,721.0
Gen_Gamma,140,0.05936000729719924,0.8270348837209303,6.118720014594398,26.079655958249607,"[118827.71501900467, 0.0050722882314099185, 0.5166270139405834]",57.0,252.0,1122.0,1455.0,721.5
Gen_Gamma,32,0.05851070454349776,0.802868068833652,6.117021409086996,25.882770971595725,"[4061.641846872231, 0.010181688077568935, 7.158865251485186]",50.0,312.0,1120.0,1412.0,723.5
Exp_Weibull,32,0.05854880241854939,0.802868068833652,6.117097604837099,25.88284716734583,"[1.858250711918948e-08, 2.161551078944832, 0.004699734835925117]",51.0,312.0,1121.0,1413.0,724.25
Gamma,135,0.28707516750432055,0.8026849037487336,4.574150335008641,17.890146471023158,"[3.524284110513496e-05, 0.005820635181232673]",918.0,319.0,784.0,882.0,725.75
Exponential,175,0.5958319102653229,0.5452334630350194,3.191663820530646,9.875049186810955,[2.880987689104219],1277.0,1489.0,68.0,71.0,726.25
Weibull,135,0.287862370903343,0.8026849037487336,4.575724741806686,17.8917208778212,"[2.906502572399745, 0.045507227750885365]",920.0,319.0,786.0,884.0,727.25
Exponential,26,0.3909262585009231,0.5139064475347661,2.7818525170018464,9.353912609858924,[0.8653531416852278],1092.0,1761.0,29.0,27.0,727.25
Gamma,186,0.21582971324440425,0.6480229807367354,4.4316594264888085,17.789262839714112,"[6.532988808400195e-05, 0.006701238282594868]",720.0,797.0,635.0,759.0,727.75
Exponential,186,0.7079322938755545,0.568435282189929,3.415864587751109,10.09466629436376,[1.725926924951088],1387.0,1342.0,91.0,91.0,727.75
Logistic,135,0.28807128312681096,0.8026849037487336,4.576142566253622,17.892138702268138,"[1.2187609202489355e-08, 0.15642476283717668]",921.0,319.0,787.0,886.0,728.25
Weibull,186,0.21606147097419964,0.6480229807367354,4.432122941948399,17.789726355173702,"[2.814738463336911, 0.052228154805172886]",721.0,797.0,636.0,760.0,728.5
Logistic,186,0.21614312239919753,0.6480229807367354,4.432286244798395,17.789889658023696,"[1.5841817188942538e-07, 0.17614721281757875]",722.0,797.0,637.0,761.0,729.25
Gen_Gamma,161,0.07272052634341655,0.9242811501597444,6.1454410526868335,26.2975050517024,"[28441.534477987185, 0.005302049437267721, 2.6687571968073605]",191.0,37.0,1161.0,1529.0,729.5
Gen_Gamma,179,0.060719042483511156,0.8394886363636365,6.121438084967022,26.254779737127652,"[76302.39368582552, 0.005090189678508443, 0.6547523287903603]",72.0,224.0,1128.0,1505.0,732.25
LogNormal,15,0.22934639040260288,0.6161739645847225,4.4586927808052055,17.558400728116776,"[1.421196992898041, 2.291572900272103e-12]",773.0,954.0,678.0,532.0,734.25
Burr_III,120,0.22296951690450456,0.6559724689165187,4.445939033809009,17.78782661625332,"[0.15854726253309578, 0.058762265432779924]",746.0,781.0,655.0,756.0,734.5
Exponential,196,0.6233023666112271,0.5453693288338957,3.246604733222454,9.95243284348924,[1.7103162516460642],1305.0,1488.0,71.0,77.0,735.25
Burr_XII,120,0.2232278386251566,0.6559724689165187,4.446455677250313,17.788343259694624,"[0.04368908742011226, 4.743092060632862]",749.0,781.0,658.0,758.0,736.5
Burr_III,121,0.22758398517763273,0.6711560044893379,4.455167970355266,17.795339845394025,"[0.1592403204812136, 0.05845814310713387]",769.0,736.0,674.0,774.0,738.25
Burr_XII,121,0.2278871439908994,0.6711560044893379,4.455774287981799,17.79594616302056,"[0.043793422175531935, 4.751315108193899]",770.0,736.0,675.0,775.0,739.0
Gen_Gamma,173,0.05713625307882211,0.7988258317025441,6.114272506157644,26.167475837358072,"[95402.75182909997, 0.0050737342590584066, 0.5877023593030873]",41.0,326.0,1117.0,1473.0,739.25
LogNormal,45,0.2746351797180696,0.7093576526566218,4.549270359436139,17.717478152833866,"[0.5135858835572239, 0.03081654409085133]",903.0,622.0,775.0,660.0,740.0
LogNormal,33,0.12837197003967804,0.524350940017905,4.256743940079356,17.409177003810754,"[0.5444403383230005, 0.006629678798057194]",456.0,1650.0,436.0,421.0,740.75
Gen_Gamma,160,0.07302389182035077,0.8675435913123279,6.146047783640702,26.220495513179486,"[96686.8666222764, 0.005001565145022171, 0.5523853899899361]",197.0,116.0,1164.0,1489.0,741.5
Logistic,17,0.17927969855510978,0.5637502059647388,4.35855939711022,17.465609638437474,"[0.0018726057892072146, 0.33252414506307637]",605.0,1371.0,550.0,444.0,742.5
Burr_III,17,0.17931605470625894,0.5637502059647388,4.358632109412518,17.465682350739772,"[0.3652859312580603, 0.15671072714487372]",606.0,1371.0,551.0,445.0,743.25
Gen_Gamma,141,0.06874834360722036,0.8380768612317092,6.1374966872144405,26.09581414418862,"[118807.27594981725, 0.005049556905239972, 0.4899010383684851]",139.0,231.0,1148.0,1457.0,743.75
Burr_XII,17,0.17943378976705116,0.5637502059647388,4.3588675795341025,17.465917820861357,"[0.15334710580240302, 3.278055786875484]",607.0,1371.0,552.0,446.0,744.0
Gamma,134,0.2947831306344859,0.7796130250117981,4.589566261268972,17.907298960733737,"[4.06831412639953e-05, 0.005973829069623765]",932.0,358.0,794.0,896.0,745.0
Weibull,17,0.17966773229815,0.5637502059647388,4.3593354645963,17.466385705923553,"[2.3142600773583673, 0.09669507077238262]",609.0,1371.0,553.0,449.0,745.5
Weibull,134,0.2955917606143837,0.7796130250117981,4.591183521228768,17.908916220693534,"[2.8862199912330064, 0.047238979561966064]",933.0,358.0,795.0,900.0,746.5
Burr_XII,55,0.19569474520306002,0.5803753341183947,4.39138949040612,17.552101023153874,"[0.04230735226847656, 4.83104060158156]",651.0,1225.0,584.0,528.0,747.0
Gamma,17,0.18070958387010014,0.5637502059647388,4.3614191677402,17.468469409067456,"[0.00044789333691967395, 0.011670304165916997]",613.0,1371.0,556.0,450.0,747.5
Burr_III,55,0.19576137162076032,0.5803753341183947,4.391522743241521,17.552234275989274,"[0.15674948958734342, 0.05524228126767363]",652.0,1225.0,585.0,529.0,747.75
Logistic,134,0.29582745220178913,0.7796130250117981,4.591654904403578,17.909387603868346,"[2.361031003669552e-08, 0.16129213484298763]",936.0,358.0,796.0,901.0,747.75
Exp_Weibull,35,0.05779361005694276,0.7565065502183406,6.115587220113886,25.825513350679504,"[0.40555881133803806, 0.22151326972424196, 0.09170856870516494]",44.0,460.0,1118.0,1380.0,750.5
Burr_III,119,0.21234165355604692,0.6196428571428572,4.424683307112094,17.768285126397448,"[0.15745408494590254, 0.05950857515682827]",708.0,945.0,626.0,723.0,750.5
Gen_Gamma,35,0.057848630556262035,0.7565065502183406,6.115697261112524,25.825623391678143,"[140.81136142617785, 0.025144815264317513, 0.1970550031296761]",45.0,460.0,1119.0,1381.0,751.25
Burr_XII,119,0.21245314118813016,0.6196428571428572,4.42490628237626,17.768508101661613,"[0.04354835956783446, 4.723939159173412]",710.0,945.0,628.0,724.0,751.75
LogNormal,161,0.3835500739691364,0.9242811501597444,4.767100147938272,18.201809480615317,"[0.5665922681939098, 3.909521448061266e-18]",1085.0,37.0,892.0,996.0,752.5
LogNormal,49,0.2980176036236481,0.7329143577960986,4.596035207247296,17.764991083690965,"[0.9073880094715941, 1.938815705316463e-34]",937.0,557.0,797.0,719.0,752.5
Gamma,147,0.24854911187066017,0.6869806094182825,4.49709822374132,17.792137129924946,"[6.265286517548671e-05, 0.006999518646230431]",817.0,715.0,711.0,767.0,752.5
Gen_Gamma,167,0.06454047159325278,0.8099593495934959,6.129080943186506,26.191407444114276,"[27661.53521077509, 0.005444160923667121, 2.7743541238944154]",101.0,297.0,1136.0,1478.0,753.0
Exponential,139,0.7665763249073788,0.5635187363468326,3.533152649814758,10.211443761573323,[1.7097148917997906],1441.0,1379.0,97.0,98.0,753.75
Weibull,147,0.24873727662118064,0.6869806094182825,4.497474553242362,17.792513459425987,"[2.7689306963352416, 0.05256592362456557]",818.0,715.0,712.0,770.0,753.75
Gen_Gamma,170,0.07158785004951329,0.8531531531531531,6.143175700099027,26.285400398723592,"[27331.872131378383, 0.005371641350902828, 2.5647913399936217]",183.0,153.0,1158.0,1521.0,753.75
Gen_Gamma,168,0.05189347536246594,0.7686116700201207,6.103786950724932,26.16459484873493,"[116324.26533277961, 0.005023081973211595, 0.5237165758699263]",39.0,393.0,1116.0,1470.0,754.5
Logistic,147,0.2488148220160151,0.6869806094182825,4.49762964403203,17.792668550215655,"[1.836622191244076e-07, 0.17474250875670394]",819.0,715.0,713.0,771.0,754.5
Exponential,14,0.706982038586586,0.5481105848434925,3.413964077173172,9.966524412426702,[0.28687992443794863],1382.0,1471.0,90.0,79.0,755.5
Exponential,136,0.8626793679427521,0.5675949367088607,3.7253587358855045,10.428367373349952,[1.3172095181047399],1463.0,1351.0,102.0,107.0,755.75
Exponential,171,0.6775745756035205,0.5375914836992682,3.355149151207041,10.04056497503773,[2.88098766462643],1349.0,1526.0,78.0,83.0,759.0
Exponential,128,0.8894108913251133,0.5677419354838709,3.7788217826502266,10.442882049876015,[1.3420650581137576],1474.0,1349.0,105.0,108.0,759.0
LogNormal,30,0.2873091401009747,0.6996046360485269,4.57461828020195,17.708869400530844,"[0.7568943933038877, 2.0568852260189203e-06]",919.0,687.0,785.0,650.0,760.25
Exponential,18,0.9148597591786095,0.5674500831946755,3.8297195183572192,10.38305175638933,[0.48224258741307213],1482.0,1352.0,107.0,104.0,761.25
Exponential,133,1.135292230309843,0.6093588120179579,4.270584460619686,10.952953049994907,[1.3110254593841162],1506.0,998.0,461.0,116.0,770.25
Exponential,20,0.9908146908452181,0.565307258128627,3.9816293816904365,10.535347347789045,[0.45999846240223125],1497.0,1367.0,110.0,109.0,770.75
Exponential,36,0.3946463514055671,0.4959829274416269,2.7892927028111343,9.359837069724366,[1.139370910636506],1098.0,1934.0,31.0,28.0,772.75
LogNormal,176,0.30624940246017723,0.7663147792706333,4.612498804920355,17.97825301903469,"[0.5930823611699422, 1.73888980969609e-18]",955.0,400.0,807.0,930.0,773.0
LogNormal,48,0.27589249234209057,0.657554379776602,4.551784984684181,17.692873718510647,"[0.9077123110650384, 5.0561425319066596e-37]",907.0,772.0,778.0,636.0,773.25
Exponential,6,0.878090120658695,0.5544427324088341,3.7561802413173897,10.3037086325297,[1.0],1467.0,1425.0,104.0,102.0,774.5
Exponential,5,0.4587181239949084,0.5,2.9174362479898166,9.463411240831507,[1.0],1156.0,1875.0,39.0,32.0,775.5
Gen_Gamma,26,0.06859412162201996,0.7614412136536031,6.13718824324404,25.85336852181527,"[3611.8895238324903, 0.010573704070162024, 6.045419703919612]",135.0,426.0,1145.0,1400.0,776.5
Exp_Weibull,26,0.06862370894630518,0.7614412136536031,6.137247417892611,25.85342769646384,"[4.617418268061078e-08, 2.0873730637712558, 0.005069164070277595]",137.0,426.0,1147.0,1401.0,777.75
Gen_Gamma,155,0.08104638318884487,0.8493942731277534,6.16209276637769,26.242582794031577,"[29073.04533940242, 0.005326641579685639, 2.3941922344367286]",260.0,175.0,1181.0,1499.0,778.75
LogNormal,21,0.33264365249066125,0.737612887478643,4.665287304981322,17.773108853684125,"[1.0133403596484216, 8.306609577464693e-09]",1006.0,540.0,842.0,729.0,779.25
Piecewise_Exp,178,0.09756942370717858,0.9985835694050991,6.195138847414357,26.329468804640754,"[627.5015961671606, 1.0, 626.5]",361.0,2.0,1210.0,1545.0,779.5
Exponential,19,0.8998325739003047,0.5543293718166383,3.799665147800609,10.358000282548023,[0.4850777379344191],1480.0,1432.0,106.0,103.0,780.25
Gen_Gamma,142,0.07814049082108074,0.8435435435435436,6.156280981642161,26.185019345454677,"[104213.50271054331, 0.0050068969059083555, 0.5121385581929577]",251.0,217.0,1177.0,1476.0,780.25
Exp_Weibull,33,0.04486084907922031,0.7069829901521933,6.08972169815844,25.81837129375554,"[2.8227033868903628e-08, 2.196126708634321, 0.005440810297265291]",13.0,632.0,1109.0,1375.0,782.25
Exponential,12,1.1607885219855418,0.6108333333333332,4.321577043971084,10.87143101762687,[0.27259977248831574],1511.0,989.0,516.0,113.0,782.25
Exponential,182,0.7000033332608543,0.5303939962476548,3.4000066665217084,10.079828781386164,[2.8809876221131727],1374.0,1580.0,87.0,89.0,782.5
Gen_Gamma,146,0.09202212029378007,0.8912363067292645,6.18404424058756,26.278085106839335,"[89258.92706000168, 0.004964246512782162, 0.5556954390018635]",333.0,81.0,1203.0,1515.0,783.0
LogNormal,177,0.32798172075199267,0.7902298850574712,4.655963441503985,18.07950873271537,"[0.5889018256091355, 2.7220390550634607e-14]",992.0,342.0,832.0,966.0,783.0
Exponential,137,0.7677778749158678,0.5423826548264329,3.535555749831736,10.19181498937097,[1.3046554761626263],1443.0,1497.0,98.0,96.0,783.5
