distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
Gen_Gamma,7,0.46818308735625547,0.614489410777941,6.936366174712511,26.57778697806508,"[1.0, 1.0, 1.0]",1168.0,968.0,1469.0,1648.0,1313.25
Exp_Weibull,7,0.46818308735625547,0.614489410777941,6.936366174712511,26.57778697806508,"[1.0, 1.0, 1.0]",1168.0,968.0,1469.0,1648.0,1313.25
Piecewise_Exp,7,0.46818313715841703,0.614489410777941,6.936366274316834,26.577787077669406,"[1.0, 1.0, 626.5]",1171.0,968.0,1471.0,1650.0,1315.0
Exponential,88,3.0643773920632458,0.5297976925576859,8.128754784126492,14.765329732562808,[1.3174090468899706],1891.0,1588.0,1620.0,180.0,1319.75
Exponential,106,2.6231790089044114,0.5096829524705361,7.246358017808823,13.892999276411945,[1.0470020968121105],1813.0,1790.0,1518.0,169.0,1322.5
Gamma,124,1.1660630507710694,0.569327731092437,6.332126101542139,19.667142005692348,"[1.4412054199898419, 1.1370386008780085]",1513.0,1333.0,1275.0,1171.0,1323.0
Gen_Gamma,98,0.3793781105206542,0.5929967213114753,6.758756221041308,26.724399688982146,"[3781.579306090885, 0.0058043664621062014, 11.244813734677]",1075.0,1098.0,1442.0,1678.0,1323.25
Gen_Gamma,89,0.3413819223806617,0.5818563432835822,6.682763844761324,26.587692525979183,"[4503.399486187077, 0.005497422181622572, 6.8316694639897655]",1024.0,1205.0,1418.0,1653.0,1325.0
Exponential,73,2.887213298072183,0.5236318407960198,7.774426596144366,14.409047204436568,[1.2378871079954217],1877.0,1658.0,1593.0,178.0,1326.5
Weibull,129,1.174739135971786,0.5691622103386809,6.349478271943572,19.719633672768417,"[0.9307855961894811, 1.336694375822931]",1516.0,1335.0,1284.0,1175.0,1327.5
Piecewise_Exp,173,0.4016167782254359,0.5980430528375733,6.803233556450872,26.856436887651302,"[627.5015961671608, 1.0, 626.5]",1111.0,1061.0,1453.0,1692.0,1329.25
Gen_Gamma,87,0.3735114724743323,0.5875565610859729,6.7470229449486645,26.661536298856085,"[3774.104371284919, 0.005553274173928946, 7.317686011607116]",1067.0,1160.0,1437.0,1666.0,1332.5
Gen_Gamma,86,0.3836273763572956,0.5907493061979647,6.767254752714591,26.686548984127846,"[3684.4780664166738, 0.005533183049969785, 7.1804190974107485]",1086.0,1134.0,1445.0,1672.0,1334.25
Exponential,89,2.861471772009701,0.5194623473541384,7.722943544019402,14.357919771092021,[1.3174090468899706],1872.0,1706.0,1584.0,177.0,1334.75
Piecewise_Exp,38,0.29570474211410636,0.5386383111318844,6.591409484228213,26.288216476099986,"[1.1423211354600191, 1.0, 626.5]",934.0,1516.0,1387.0,1524.0,1340.25
Piecewise_Exp,30,0.38265826095689015,0.5802642980935875,6.76531652191378,26.46669320240712,"[0.8716919571781185, 1.0, 626.5]",1084.0,1231.0,1444.0,1604.0,1340.75
Piecewise_Exp,10,0.655262477619409,0.6468531468531469,7.310524955238818,26.960086876206176,"[0.19971574955946397, 1.0, 626.5]",1329.0,804.0,1525.0,1706.0,1341.0
LogNormal,126,1.2183989496394882,0.5689845474613686,6.436797899278977,19.768369090211102,"[0.4378430800807815, 0.17904464071725298]",1529.0,1337.0,1322.0,1178.0,1341.5
Piecewise_Exp,195,0.44739554811394805,0.5986876640419948,6.894791096227896,27.01326896901448,"[627.5015961671606, 1.0, 626.5]",1145.0,1058.0,1464.0,1709.0,1344.0
Piecewise_Exp,31,0.3790661815217331,0.5785046728971963,6.758132363043466,26.507636904062778,"[0.8780759573191325, 1.0, 626.5]",1073.0,1241.0,1440.0,1625.0,1344.75
LogNormal,124,1.168116363927892,0.5558823529411764,6.3362327278557835,19.671248632005994,"[0.4346622879239688, 0.1857252376783338]",1515.0,1412.0,1281.0,1173.0,1345.25
Exponential,108,2.522370942746216,0.48738224872526137,7.044741885492432,13.66989221841376,[1.0430760654438083],1782.0,1951.0,1491.0,163.0,1346.75
Gen_Gamma,93,0.3935108165695485,0.5864636209813876,6.787021633139097,26.77090223930908,"[3907.03280842085, 0.0058107448094119165, 7.565779109553608]",1097.0,1169.0,1449.0,1682.0,1349.25
Exponential,104,2.7848206154635458,0.5073420520201072,7.5696412309270915,14.200520186747145,[1.0405975395567215],1854.0,1813.0,1567.0,174.0,1352.0
Exponential,105,2.7903955350736025,0.5059523809523809,7.580791070147205,14.228661585205058,[1.0444524699603945],1855.0,1820.0,1568.0,175.0,1354.5
Gen_Gamma,47,0.4236368432737972,0.5843603286384976,6.847273686547594,26.59902415692503,"[0.9951617689865925, 0.9916548670348148, 2.59292872030401]",1125.0,1191.0,1457.0,1656.0,1357.25
Exponential,91,3.0086282212382702,0.5151696606786428,8.01725644247654,14.665126957534394,[1.3237445068032636],1886.0,1760.0,1618.0,179.0,1360.75
Piecewise_Exp,23,0.5071585079819334,0.5944088992293151,7.014317015963867,26.687594475452563,"[0.7030304130888259, 1.0, 626.5]",1201.0,1091.0,1480.0,1673.0,1361.25
Exponential,110,2.669568055548288,0.49911598302687415,7.339136111096576,13.98084517721038,[1.047060163836851],1829.0,1920.0,1528.0,171.0,1362.0
Piecewise_Exp,9,0.5896280980564498,0.6141924959216964,7.1792561961129,26.828818117080257,"[0.17499283497272863, 1.0, 626.5]",1271.0,981.0,1509.0,1689.0,1362.5
Piecewise_Exp,8,0.5676644731993548,0.603069689584718,7.13532894639871,26.782567087234387,"[0.14341802495232533, 1.0, 626.5]",1252.0,1031.0,1503.0,1685.0,1367.75
Piecewise_Exp,170,0.5109310105679997,0.5984984984984985,7.021862021135999,27.164086719760565,"[627.5015961671606, 1.0, 626.5]",1206.0,1059.0,1484.0,1732.0,1370.25
Weibull,125,1.3514594414922632,0.569732721578909,6.702918882984527,20.036213172153676,"[0.7016933843000608, 1.5899576209939454]",1554.0,1325.0,1429.0,1189.0,1374.25
Gen_Gamma,92,0.42090500822265525,0.5796519410977242,6.841810016445311,26.829324784174187,"[3433.4200030904226, 0.0058816488126565295, 7.395365673444986]",1123.0,1234.0,1456.0,1690.0,1375.75
Piecewise_Exp,21,0.6959276707495857,0.6274469123749085,7.391855341499172,27.053587664553373,"[0.5905030007342507, 1.0, 626.5]",1370.0,880.0,1538.0,1717.0,1376.25
Weibull,127,1.2288348686575263,0.5510204081632653,6.457669737315053,19.7875163441962,"[0.9197986671979467, 1.343512651829789]",1533.0,1458.0,1336.0,1180.0,1376.75
LogNormal,125,1.3200496006300677,0.5628140703517589,6.640099201260135,19.973393490429284,"[0.4340212485609254, 0.18707192008291565]",1547.0,1380.0,1401.0,1184.0,1378.0
Exponential,107,3.0907241843960604,0.5079853429203539,8.181448368792122,14.82685885800911,[1.0470018232599092],1897.0,1809.0,1625.0,182.0,1378.25
Weibull,123,1.3793562360979723,0.5694393007925338,6.758712472195945,20.095448510622656,"[0.641571510628655, 1.6713109645935884]",1560.0,1331.0,1441.0,1190.0,1380.5
Exponential,87,3.110791214341189,0.5070341423282599,8.221582428682378,14.859753546651518,[1.317407883329239],1899.0,1817.0,1627.0,183.0,1381.5
Weibull,126,1.2386651211681745,0.5508514664143803,6.477330242336349,19.808901433268478,"[0.9198368738727356, 1.3434748910693528]",1539.0,1461.0,1346.0,1182.0,1382.0
Exp_Weibull,102,0.39555008282036913,0.5732467532467532,6.791100165640739,26.79826678781719,"[14.159789379037134, 0.023869439640853814, 150711.77895233614]",1102.0,1289.0,1451.0,1687.0,1382.25
Piecewise_Exp,161,0.5430650363898866,0.598402555910543,7.086130072779773,27.23819407179534,"[627.5015961671606, 1.0, 626.5]",1235.0,1060.0,1496.0,1740.0,1382.75
Gen_Gamma,90,0.4111795690244535,0.5732587513533021,6.822359138048907,26.770179733369243,"[2950.146251568175, 0.005920670814299188, 10.580644021351091]",1118.0,1285.0,1454.0,1681.0,1384.5
Gamma,127,1.2257616039750463,0.5404644616467276,6.451523207950093,19.781369814831237,"[1.4396548258534543, 1.1348907309813523]",1532.0,1503.0,1332.0,1179.0,1386.5
Gamma,125,1.323782420273969,0.5558954191246084,6.647564840547938,19.98085912971709,"[1.441204815011912, 1.1370377654023165]",1549.0,1411.0,1406.0,1186.0,1388.0
Piecewise_Exp,25,0.510804799910592,0.584332969829153,7.0216095998211845,26.705813938062853,"[0.8795550337502632, 1.0, 626.5]",1204.0,1192.0,1483.0,1676.0,1388.75
Piecewise_Exp,46,0.4277597831173812,0.5694408390010903,6.855519566234762,26.568290107746375,"[1.0872543523095426, 1.0, 626.5]",1127.0,1329.0,1458.0,1646.0,1390.0
Gen_Gamma,48,0.45758997715712346,0.5740740740740742,6.915179954314247,26.626813055053944,"[0.9954254495679533, 0.9921104637795768, 2.5782384493519586]",1152.0,1284.0,1465.0,1660.0,1390.25
Exponential,86,3.191586947571283,0.5056429232192414,8.383173895142566,15.022938638946984,[1.317407886322766],1912.0,1823.0,1644.0,184.0,1390.75
Exponential,102,3.0732810654675693,0.5026298701298701,8.146562130935138,14.815617671660622,[2.078928463427207],1893.0,1868.0,1622.0,181.0,1391.0
Gamma,126,1.2355676930548583,0.5402081362346263,6.471135386109717,19.802706577041842,"[1.439653833544364, 1.1348893582191117]",1536.0,1505.0,1343.0,1181.0,1391.25
Piecewise_Exp,35,0.2741127910047612,0.5100873362445416,6.548225582009523,26.258151712575142,"[1.1366073426366463, 1.0, 626.5]",899.0,1783.0,1376.0,1509.0,1391.75
Piecewise_Exp,148,0.4699194046795521,0.5807560137457045,6.939838809359104,26.956269463601284,"[627.5015961671606, 1.0, 626.5]",1175.0,1222.0,1472.0,1704.0,1393.25
Gen_Gamma,100,0.47365473512813466,0.5812419562419562,6.947309470256269,27.008623654656798,"[4203.895452767865, 0.005768077395877506, 6.699634329406159]",1180.0,1214.0,1473.0,1708.0,1393.75
LogNormal,53,1.7169570527904663,0.5748768472906404,7.433914105580932,20.60959016755207,"[0.5987053454712451, 0.00013549426134740254]",1566.0,1272.0,1547.0,1192.0,1394.25
Gen_Gamma,94,0.4137431123169195,0.5704948646125116,6.827486224633839,26.807728261528197,"[3388.9061241235113, 0.0059278791594484246, 7.283343852393091]",1119.0,1315.0,1455.0,1688.0,1394.25
Gamma,52,1.3763435066021825,0.5601393472680601,6.7526870132043655,19.974054082211516,"[1.054103062561011, 1.5425345873993208]",1559.0,1395.0,1439.0,1185.0,1394.5
Gamma,123,1.3454837714260013,0.555366269165247,6.690967542852002,20.027703581278715,"[1.4412048150119028, 1.1370377654023036]",1552.0,1416.0,1423.0,1187.0,1394.5
Piecewise_Exp,169,0.4797084007127691,0.5813253012048193,6.959416801425538,27.018705327410146,"[627.5015961671606, 1.0, 626.5]",1184.0,1212.0,1475.0,1710.0,1395.25
Gen_Gamma,95,0.4412944496554981,0.5743529411764706,6.8825888993109965,26.956532554245555,"[5000.887465992246, 0.005755873489484133, 6.599877898875225]",1141.0,1277.0,1461.0,1705.0,1396.0
Piecewise_Exp,167,0.4854880199984651,0.5813008130081301,6.9709760399969305,27.0333025409247,"[627.5015961671606, 1.0, 626.5]",1188.0,1213.0,1476.0,1715.0,1398.0
Gen_Gamma,96,0.43719911961707936,0.572093023255814,6.874398239234159,26.945820249908284,"[5003.5529696981475, 0.0057635588602583205, 6.305936528965503]",1136.0,1304.0,1459.0,1701.0,1400.0
Weibull,2,0.9414775497055101,0.5,5.882955099411021,18.97334987506269,"[1.0, 1.0]",1487.0,1875.0,1099.0,1150.0,1402.75
Gamma,2,0.9414775497055101,0.5,5.882955099411021,18.97334987506269,"[1.0, 1.0]",1487.0,1875.0,1099.0,1150.0,1402.75
Piecewise_Exp,27,0.4752130486918046,0.572489539748954,6.950426097383609,26.626007262111255,"[0.8616893746771793, 1.0, 626.5]",1181.0,1302.0,1474.0,1659.0,1404.0
Piecewise_Exp,13,0.7386564182408507,0.6231377733014395,7.477312836481701,27.12629398114292,"[0.28134458820353286, 1.0, 626.5]",1427.0,924.0,1558.0,1725.0,1408.5
Exp_Weibull,78,0.6124462292370185,0.5926415752833343,7.224892458474037,27.099266064516804,"[1.6325409560767598e-08, 2.2372299293304803, 0.002698041641471421]",1290.0,1113.0,1515.0,1723.0,1410.25
Exponential,90,3.4221445362042155,0.5074882713821726,8.844289072408431,15.493562604181877,[1.3237444936350504],1926.0,1811.0,1720.0,187.0,1411.0
Exponential,117,3.650500605396647,0.5125141218388807,9.301001210793295,16.013432184270034,[1.2045453341269146],1942.0,1768.0,1750.0,191.0,1412.75
Exp_Weibull,71,0.6109678151954647,0.5891465053763442,7.221935630390929,27.022123638106528,"[1.5902919482702382e-08, 2.237543739537508, 0.0029120253307334015]",1287.0,1148.0,1514.0,1712.0,1415.25
LogNormal,123,1.347552050805434,0.5412932375379601,6.695104101610868,20.03184014003758,"[0.43468674710866967, 0.18567387962984908]",1553.0,1500.0,1425.0,1188.0,1416.5
Piecewise_Exp,15,0.6875586578995382,0.5975031488478921,7.375117315799076,27.024679236766435,"[0.34430717904008384, 1.0, 626.5]",1357.0,1062.0,1535.0,1714.0,1417.0
Piecewise_Exp,194,0.542495963264122,0.5820035460992908,7.084991926528244,27.20545589670613,"[627.5015961671606, 1.0, 626.5]",1234.0,1203.0,1495.0,1736.0,1417.0
Piecewise_Exp,192,0.5482366612880811,0.581989247311828,7.096473322576163,27.21892207615427,"[627.5015961671606, 1.0, 626.5]",1242.0,1204.0,1499.0,1738.0,1420.75
Piecewise_Exp,149,0.5445338602685487,0.5810502283105023,7.0890677205370975,27.17859843810678,"[627.5015961671606, 1.0, 626.5]",1237.0,1221.0,1497.0,1734.0,1422.25
Exponential,98,3.2520552207236118,0.4967868852459017,8.504110441447224,15.159324930760835,[1.6576239071393848],1918.0,1931.0,1664.0,185.0,1424.5
Piecewise_Exp,190,0.49518245583180354,0.5696136893959035,6.990364911663607,27.022172329452225,"[627.5015961671606, 1.0, 626.5]",1194.0,1326.0,1477.0,1713.0,1427.5
Exp_Weibull,53,0.6913853820243495,0.5950191570881226,7.382770764048699,27.14628485700541,"[3.372260064946657e-08, 2.062826500776114, 0.003458971732795723]",1366.0,1080.0,1537.0,1730.0,1428.25
Piecewise_Exp,140,0.4969654134371629,0.5685215946843853,6.993930826874326,26.954866770529534,"[627.5015961671606, 1.0, 626.5]",1195.0,1340.0,1478.0,1703.0,1429.0
Exp_Weibull,98,0.6771193765768813,0.5929967213114753,7.354238753153762,27.3198822210946,"[4.1070694105207216e-08, 2.080106655221373, 0.0028035476580866832]",1345.0,1098.0,1532.0,1744.0,1429.75
Piecewise_Exp,183,0.5060655867292058,0.5695732838589981,7.012131173458411,27.050067296136426,"[627.5015961671606, 1.0, 626.5]",1198.0,1327.0,1479.0,1716.0,1430.0
Gen_Gamma,99,0.4447131582205272,0.5551310991491579,6.889426316441054,26.953270651957233,"[4515.985911863925, 0.00584816426487499, 6.773403817397803]",1143.0,1417.0,1462.0,1702.0,1431.0
Piecewise_Exp,154,0.5079271018733451,0.5689492325855963,7.01585420374669,27.019926447103153,"[627.5015961671606, 1.0, 626.5]",1203.0,1338.0,1481.0,1711.0,1433.25
Piecewise_Exp,198,0.7048729876512393,0.6,7.409745975302479,27.62114081064697,"[627.5015961671606, 1.0, 626.5]",1378.0,1051.0,1542.0,1776.0,1436.75
Exponential,101,3.4068307877899957,0.4977145522388059,8.813661575579992,15.465210819495308,[2.4839788327410464],1923.0,1926.0,1717.0,186.0,1438.0
Piecewise_Exp,150,0.5215627287692739,0.5688818821246664,7.043125457538547,27.05544229557216,"[627.5015961671606, 1.0, 626.5]",1219.0,1339.0,1490.0,1718.0,1441.5
Exponential,93,3.418992317217109,0.49447264523406653,8.837984634434218,15.499278169824212,[1.6488139373168642],1924.0,1938.0,1718.0,188.0,1442.0
Piecewise_Exp,172,0.5386195133609089,0.5694522868435912,7.077239026721818,27.131964814184304,"[627.5015961671606, 1.0, 626.5]",1231.0,1328.0,1493.0,1728.0,1445.0
Exponential,94,3.540091683424338,0.4931839402427638,9.080183366848676,15.740264045813461,[1.648813937319719],1932.0,1942.0,1730.0,189.0,1448.25
Gen_Gamma,97,0.5297047534356967,0.5658823529411765,7.059409506871393,27.128307751938618,"[3596.4184754220296, 0.005800253894753797, 7.753366243000627]",1228.0,1360.0,1492.0,1726.0,1451.5
Exponential,92,3.617050198281165,0.4922547332185886,9.23410039656233,15.896605319138622,[1.6488139373168644],1936.0,1944.0,1745.0,190.0,1453.75
Piecewise_Exp,147,0.5204516968955328,0.559729916897507,7.040903393791066,26.983461753066504,"[627.5015961671606, 1.0, 626.5]",1217.0,1403.0,1489.0,1707.0,1454.0
Piecewise_Exp,163,0.5685428196587371,0.5693408887563376,7.137085639317474,27.20547887638754,"[627.5015961671605, 1.0, 626.5]",1253.0,1332.0,1504.0,1737.0,1456.5
Gen_Gamma,50,0.5731728769573445,0.5626241228650867,7.146345753914689,26.88741305303632,"[0.985207189830654, 0.9738329203375409, 2.3429781933907465]",1258.0,1381.0,1505.0,1693.0,1459.25
Piecewise_Exp,11,0.7166632009197916,0.5861010263995338,7.433326401839583,27.092744356408705,"[0.22567547705149626, 1.0, 626.5]",1393.0,1182.0,1546.0,1721.0,1460.5
Piecewise_Exp,160,0.5829363087640216,0.569287243805445,7.165872617528043,27.240320347066827,"[627.5015961671606, 1.0, 626.5]",1264.0,1334.0,1507.0,1741.0,1461.5
Exp_Weibull,93,0.7072304836211589,0.5864636209813876,7.414460967242318,27.3983415734123,"[1.4487180106734706e-08, 2.207281516682579, 0.0026534136569175875]",1384.0,1169.0,1544.0,1750.0,1461.75
Exp_Weibull,55,0.6901330113425097,0.5803753341183947,7.380266022685019,27.121333321806652,"[1.7810064033134294e-08, 2.1751492284261236, 0.0032752962470560592]",1362.0,1225.0,1536.0,1724.0,1461.75
Weibull,1,1.1826507092420786,0.5,6.365301418484157,19.45530720259517,"[1.0, 1.0]",1518.0,1875.0,1291.0,1166.0,1462.5
Gamma,1,1.1826507092420786,0.5,6.365301418484157,19.45530720259517,"[1.0, 1.0]",1518.0,1875.0,1291.0,1166.0,1462.5
Gen_Gamma,49,0.58490996486202,0.5624408703878901,7.16981992972404,26.92325374438954,"[0.9954729699688437, 0.992192835720805, 2.614596096161706]",1266.0,1383.0,1508.0,1696.0,1463.25
Exponential,99,3.7795118590495123,0.48719395728425074,9.559023718099024,16.246971829937753,[1.4281151840984736],1946.0,1953.0,1768.0,192.0,1464.75
Exponential,96,3.78068954977816,0.48209302325581394,9.56137909955632,16.251853103114364,[1.6850285894254895],1947.0,1957.0,1769.0,193.0,1466.5
Gamma,53,1.802343954137647,0.5350301039956211,7.604687908275293,20.780363970246434,"[1.1175950251656754, 0.9502995820406634]",1571.0,1533.0,1570.0,1193.0,1466.75
Exp_Weibull,101,0.6481245608093074,0.5729710820895523,7.296249121618615,27.250896853364562,"[3.58800659665005e-08, 2.2964439408333575, 0.0033043683551891817]",1320.0,1295.0,1521.0,1743.0,1469.75
Piecewise_Exp,197,0.6199288060559112,0.5701230883998507,7.239857612111822,27.35634807177504,"[627.5015961671606, 1.0, 626.5]",1300.0,1322.0,1516.0,1745.0,1470.75
Exponential,95,3.8204862825954655,0.48164705882352943,9.640972565190932,16.332287116835783,[1.6850286213229344],1951.0,1959.0,1780.0,194.0,1471.0
Exp_Weibull,58,0.72683640935919,0.5863083813179782,7.45367281871838,27.193613357263388,"[1.4445436738946168e-08, 2.2037973786522476, 0.0029242039766565063]",1419.0,1176.0,1554.0,1735.0,1471.0
LogNormal,55,1.8929647809165866,0.5409353445858801,7.785929561833173,20.946641094580926,"[0.48204639245065134, 0.2685616881801406]",1592.0,1501.0,1596.0,1197.0,1471.5
Piecewise_Exp,196,0.6231243153654776,0.5701162354705661,7.246248630730955,27.36373296153131,"[627.5015961671606, 1.0, 626.5]",1303.0,1323.0,1517.0,1746.0,1472.25
Gamma,119,1.8535966424946935,0.5348214285714286,7.707193284989387,21.05079510427474,"[1.7873081325870057, 1.967667209539899]",1584.0,1538.0,1581.0,1201.0,1476.0
LogNormal,119,1.8559373157579142,0.5348214285714286,7.711874631515828,21.055476450801184,"[0.3443762646900652, 0.4435303681834822]",1585.0,1538.0,1582.0,1202.0,1476.75
LogNormal,57,1.9384486847067695,0.5423612622415668,7.876897369413539,21.086206303786,"[0.6743199551279272, 0.00010519287944995166]",1604.0,1498.0,1603.0,1207.0,1478.0
Exponential,100,4.018026952777021,0.48521959459459457,10.036053905554041,16.723158633687554,[1.4281152053032085],1955.0,1956.0,1809.0,195.0,1478.75
Piecewise_Exp,26,0.3909259272529439,0.5139064475347661,6.781851854505888,26.498032133077118,"[0.8653370873176045, 1.0, 626.5]",1091.0,1761.0,1447.0,1618.0,1479.25
Piecewise_Exp,175,0.5954992083315267,0.5605544747081712,7.190998416663053,27.24115451550398,"[627.5015961671608, 1.0, 626.5]",1276.0,1392.0,1511.0,1742.0,1480.25
LogNormal,116,1.8167386419126126,0.5306955881368414,7.633477283825226,20.902007009829376,"[0.31154456125020014, 0.7132880881800621]",1575.0,1578.0,1576.0,1194.0,1480.75
LogNormal,56,2.0844844533115405,0.5506397865780603,8.168968906623082,21.32215597601845,"[0.47806709632069794, 0.2777859817840313]",1625.0,1463.0,1623.0,1214.0,1481.25
Piecewise_Exp,12,1.16078795270903,0.6108333333333332,8.32157590541806,27.971137826385416,"[0.2725991359979155, 1.0, 626.5]",1510.0,989.0,1635.0,1792.0,1481.5
Gen_Gamma,51,0.6872583122049533,0.5718738049713193,7.374516624409907,27.131874573055452,"[0.9842706169811128, 0.9721731805577565, 2.411829103987071]",1355.0,1312.0,1534.0,1727.0,1482.0
Piecewise_Exp,141,0.5920978787552138,0.5526611995497669,7.184195757510428,27.142513214484605,"[627.5015961671606, 1.0, 626.5]",1272.0,1450.0,1510.0,1729.0,1490.25
LogNormal,61,2.070335198125096,0.54091834845399,8.140670396250192,21.324900632117185,"[0.5164607688892173, 0.3235007118455411]",1623.0,1502.0,1621.0,1215.0,1490.25
LogNormal,122,1.869979691850116,0.5293638305046644,7.739959383700231,21.078414078243703,"[0.34554836607073836, 0.4413005666883914]",1591.0,1590.0,1587.0,1206.0,1493.5
LogNormal,62,2.182129142155641,0.5508584807492195,8.364258284311282,21.54216939959754,"[0.5331588601199548, 0.33757208400580735]",1649.0,1460.0,1639.0,1227.0,1493.75
Piecewise_Exp,138,0.6050635257352549,0.5525969756738988,7.21012705147051,27.176293121973423,"[627.5015961671606, 1.0, 626.5]",1280.0,1451.0,1512.0,1733.0,1494.0
Exp_Weibull,92,0.7383601470855701,0.5796519410977242,7.47672029417114,27.464235061900016,"[1.6435789343578948e-08, 2.25683447603472, 0.0027365319044259494]",1425.0,1234.0,1557.0,1760.0,1494.0
Exp_Weibull,100,0.7451385278943757,0.5812419562419562,7.490277055788751,27.551591240189282,"[2.7638195027912298e-08, 2.1716695226495193, 0.0029177451816874422]",1432.0,1214.0,1559.0,1772.0,1494.25
Piecewise_Exp,159,0.6599800143292079,0.5603401727861771,7.319960028658416,27.39591947402662,"[627.5015961671606, 1.0, 626.5]",1331.0,1393.0,1527.0,1749.0,1500.0
Gamma,55,1.9164229850156351,0.52729022972392,7.83284597003127,20.993557502779026,"[1.1460793938081768, 0.9997368887620607]",1597.0,1605.0,1600.0,1198.0,1500.0
Gamma,120,1.9541170296422743,0.5308059502664297,7.908234059284549,21.25012164172886,"[1.787316737947687, 1.9676820288612604]",1608.0,1576.0,1607.0,1211.0,1500.5
LogNormal,120,1.9570621366129923,0.5308059502664297,7.914124273225985,21.256011855670295,"[0.3426013476906343, 0.4469069408619679]",1609.0,1576.0,1608.0,1212.0,1501.25
Exp_Weibull,56,0.7096310355720243,0.5682119522676081,7.419262071144049,27.149042675237098,"[2.6806960543383243e-08, 2.178281877881664, 0.0032587527373080204]",1388.0,1343.0,1545.0,1731.0,1501.75
Gamma,56,2.1163498619190055,0.5346650904966535,8.23269972383801,21.38588679323338,"[1.1460793938081852, 0.9997368887620754]",1630.0,1540.0,1628.0,1219.0,1504.25
Piecewise_Exp,155,0.6728367678551015,0.5602973568281938,7.345673535710203,27.426163563364092,"[627.5015961671606, 1.0, 626.5]",1338.0,1394.0,1530.0,1755.0,1504.25
Exp_Weibull,95,0.7270978401523523,0.5743529411764706,7.4541956803047045,27.528139335239263,"[3.311505684674692e-08, 2.1209717652584, 0.003041059293477237]",1420.0,1277.0,1555.0,1770.0,1505.5
Exp_Weibull,96,0.7201051022112697,0.572093023255814,7.44021020442254,27.511632215096665,"[3.27189193900087e-08, 2.1259974793571965, 0.0030508088247127828]",1404.0,1304.0,1550.0,1765.0,1505.75
Gamma,116,1.8295102075922107,0.5221430006025306,7.659020415184422,20.927550141188572,"[2.45858870677891, 4.234925913652354]",1578.0,1677.0,1578.0,1195.0,1507.0
Exp_Weibull,94,0.7247311075257562,0.5704948646125116,7.449462215051512,27.429704251945868,"[2.7905499005870356e-08, 2.2154623613143944, 0.0029028007048446064]",1410.0,1315.0,1552.0,1756.0,1508.25
Gamma,121,1.9953972571267367,0.5291272513494736,7.990794514253473,21.330966389292232,"[1.7873089872848966, 1.9676686852561893]",1619.0,1594.0,1615.0,1216.0,1511.0
Weibull,119,1.8566187375227114,0.5223214285714286,7.713237475045423,21.05683929433078,"[0.8969535056718502, 1.2534720524785576]",1586.0,1675.0,1583.0,1203.0,1511.75
LogNormal,58,2.1762963075624233,0.5340371081254,8.352592615124847,21.51255297415485,"[0.47651377512480486, 0.2795683055973888]",1648.0,1545.0,1638.0,1225.0,1514.0
Piecewise_Exp,142,0.6736328708090578,0.5528528528528529,7.3472657416181155,27.37600410543063,"[627.5015961671605, 1.0, 626.5]",1339.0,1449.0,1531.0,1748.0,1516.75
Weibull,122,1.8676745009349105,0.5213555130943014,7.735349001869821,21.073803696413293,"[0.8969832974302795, 1.2534419007829374]",1589.0,1691.0,1586.0,1205.0,1517.75
Piecewise_Exp,171,0.6772340453803288,0.5535595475715237,7.354468090760657,27.41071556225273,"[627.5015961671606, 1.0, 626.5]",1347.0,1437.0,1533.0,1754.0,1517.75
Gamma,54,1.9200553261494195,0.522338065661047,7.840110652298839,21.028419117403573,"[1.1486224463830506, 0.9997484604467332]",1600.0,1672.0,1601.0,1200.0,1518.25
Gamma,65,2.186497061892665,0.5321088435374149,8.372994123785329,21.55611067052842,"[1.2215288113087146, 1.0066479159634651]",1652.0,1557.0,1643.0,1228.0,1520.0
Exp_Weibull,128,0.8928192549291947,0.5806451612903225,7.785638509858389,27.777819311535758,"[0.9204682812618432, 1.3436817045937617, 1.0036662652669508]",1479.0,1223.0,1595.0,1787.0,1521.0
LogNormal,75,2.237417117189657,0.5373916438891059,8.474834234379314,21.654233998785287,"[0.456121329439219, 0.20708363383703393]",1670.0,1528.0,1655.0,1234.0,1521.75
LogNormal,121,1.99746502281311,0.5252525252525252,7.994930045626219,21.33510192066498,"[0.3450649306875642, 0.4422202569313753]",1620.0,1642.0,1616.0,1217.0,1523.75
Piecewise_Exp,36,0.3946464817166552,0.4959829274416269,6.789292963433311,26.500926064173008,"[1.139341347679353, 1.0, 626.5]",1099.0,1934.0,1450.0,1621.0,1526.0
Weibull,61,2.1344691532654316,0.5261247917052397,8.268938306530863,21.453168542397858,"[0.9826554381703081, 0.9983855363449097]",1637.0,1619.0,1631.0,1221.0,1527.0
Piecewise_Exp,166,0.6977562891797325,0.5534979423868313,7.395512578359465,27.459356913875645,"[627.5015961671606, 1.0, 626.5]",1372.0,1438.0,1539.0,1759.0,1527.0
LogNormal,66,2.255061750883721,0.537046370967742,8.510123501767442,21.687289876773264,"[0.47058790313051396, 0.1839940258848972]",1678.0,1529.0,1665.0,1238.0,1527.5
LogNormal,65,2.1611770199484024,0.5273469387755102,8.322354039896805,21.505470586639895,"[0.47782110826419255, 0.1699366954805711]",1647.0,1604.0,1636.0,1224.0,1527.75
